file,category,size,verified,verdict_note,archived_to
突出性思考、风险偏好漂移与追涨杀跌——理论分析和来自中国的证据.pdf,CN_PERF_BEHAVIOR,1608954,content-verified,content-verified(首页渲染目视核验),
羊群效应理论及其对中国股市的现实意义.pdf,CN_HERDING,428007,integrity-only,"PDF完整性通过,未做内容关键词验证",
羊群行为_机构投资者的非理性.pdf,CN_HERDING,562459,integrity-only,"PDF完整性通过,未做内容关键词验证",
羊群行为、股价波动与投资收益——基于中国证券投资基金的实证研究.pdf,CN_HERDING,301879,content-verified,verify_pdf.py关键词PASS,
羊群行为的叠加及其市场影响——基于证券分析师与机构投资者行为的实证研究.pdf,CN_HERDING,607783,integrity-only,"PDF完整性通过,未做内容关键词验证",
考虑协偏度的基金业绩评价研究.pdf,CN_PERF_BEHAVIOR,1851857,integrity-only,"PDF完整性通过,未做内容关键词验证",
职业忧虑影响基金经理投资行为的经验分析.pdf,CN_MANAGER,503390,content-verified,verify_pdf.py关键词PASS,
股权关联、利益冲突与ESG评级膨胀.pdf,UNCERTAIN,1100090,integrity-only,"PDF完整性通过,未做内容关键词验证",
股票型基金业绩影响因素探析.pdf,CN_PERF_BEHAVIOR,1578642,integrity-only,"PDF完整性通过,未做内容关键词验证",
股票型基金信息互动对其泡沫骑乘行为的影响.pdf,CN_HERDING,1468440,integrity-only,"PDF完整性通过,未做内容关键词验证",
薪酬激励与离职风险的相对强度变化对基金经理风险选择的影响——基于封闭式基金1998～2013年表现的实证研究.pdf,CN_MANAGER,855838,integrity-only,"PDF完整性通过,未做内容关键词验证",
行业配置、聚类程度与基金业绩.pdf,CN_PERF_BEHAVIOR,1481712,integrity-only,"PDF完整性通过,未做内容关键词验证",
行业配置积极度与基金业绩的相关性研究——信息优势还是冒险信号？.pdf,CN_PERF_BEHAVIOR,1491325,integrity-only,"PDF完整性通过,未做内容关键词验证",
行业集中与风格均衡：双向助力基金价值创造.pdf,CN_PERF_BEHAVIOR,2556828,integrity-only,"PDF完整性通过,未做内容关键词验证",
行业风格漂移对基金业绩的影响及其机制检验.pdf,CN_STYLE_DRIFT,1694416,content-verified,verify_pdf.py关键词PASS,
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述.pdf,CN_FLOW_INVESTOR,286201,integrity-only,"PDF完整性通过,未做内容关键词验证",
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述_1.pdf,CN_FLOW_INVESTOR,286188,integrity-only,"PDF完整性通过,未做内容关键词验证",
行为金融学与基金投资策略.pdf,CN_FUND_OTHER,456218,integrity-only,"PDF完整性通过,未做内容关键词验证",
证券投资基金特征与橱窗粉饰效应——基于2005-2017年中国开放式股票基金的经验证据.pdf,CN_FUND_OTHER,1433765,integrity-only,"PDF完整性通过,未做内容关键词验证",
证券投资基金经理变更、投资行为与基金绩效.pdf,CN_MANAGER,512642,integrity-only,"PDF完整性通过,未做内容关键词验证",
证券投资基金羊群行为的研究趋向.pdf,CN_HERDING,359101,integrity-only,"PDF完整性通过,未做内容关键词验证",
证券投资基金规模适度性研究——基于中国市场的证据.pdf,CN_FUND_OTHER,601406,integrity-only,"PDF完整性通过,未做内容关键词验证",
证券投资基金间的利益输送与封闭式基金折价.pdf,CN_FUND_OTHER,536475,integrity-only,"PDF完整性通过,未做内容关键词验证",
谁在市场中赌博_基金博彩行为研究.pdf,CN_PERF_BEHAVIOR,501673,content-verified,verify_pdf.py关键词PASS,
谁领先发布_中国证券分析师领先—跟随影响因素的实证研究.pdf,CN_FUND_OTHER,2320443,integrity-only,"PDF完整性通过,未做内容关键词验证",
资本市场开放与伪羊群行为-基于沪深港通的证据.pdf,CN_HERDING,1354888,integrity-only,"PDF完整性通过,未做内容关键词验证",
资源配置效率视角下产业政策对企业并购的影响研究.pdf,IRRELEVANT,1550756,integrity-only,"PDF完整性通过,未做内容关键词验证",
连锁股东与费用粘性：市场合谋视角.pdf,IRRELEVANT,1401533,integrity-only,"PDF完整性通过,未做内容关键词验证",
金融服务业“优胜劣汰”还是“劣胜优汰”_——以开放式基金为例.pdf,CN_FUND_OTHER,711124,integrity-only,"PDF完整性通过,未做内容关键词验证",
锦标赛制度下基金经理人风险调整行为.pdf,CN_TOURNAMENT,2109513,integrity-only,"PDF完整性通过,未做内容关键词验证",
锦标赛制度与基金风险调整_理论拓展与经验证据.pdf,CN_TOURNAMENT,388518,content-verified,verify_pdf.py关键词PASS,
锦标赛制度对基金风险偏好的影响.pdf,CN_TOURNAMENT,279304,integrity-only,"PDF完整性通过,未做内容关键词验证",
隐性激励对基金经理羊群行为的影响因素研究.pdf,CN_HERDING,423777,integrity-only,"PDF完整性通过,未做内容关键词验证",
